=== Epoch 1 ===
gen	avg	max	min	std
0	16875511.9727	99605566.3883	355256.5013	17219320.4076
1	26253939.9781	69828823.4314	322026.2746	16971477.6101
2	31364361.6357	69828823.4314	87531.6067	18703803.1896
3	37772405.0845	157538271.0907	588558.2818	24472737.4302
4	39674817.0199	157538271.0907	40982.5962	26537931.3473
5	47106999.1817	181707378.9516	521631.1322	32094237.6983
6	50614899.9124	181707378.9516	657619.9666	40359822.4504
7	65978070.3359	181707378.9516	555390.6220	56247746.1050
8	84511007.7980	181707378.9516	710242.8148	63878426.5673
9	103896560.7979	181707378.9516	105169.9503	71540095.0628
10	125615341.6300	181707378.9516	342006.7317	70817913.6024
11	138574618.3901	181707378.9516	118293.7051	72848275.0197
12	139054895.7918	181707378.9516	523801.5829	72892423.8557
13	147597658.9725	181707378.9516	3064.8620	66935447.3272
14	144861932.4189	181707378.9516	245052.5520	68622159.4591
15	147541998.0609	181707378.9516	152809.6438	65329117.4195
16	151399600.6366	181707378.9516	293598.3586	63032059.1719
17	140388120.1079	181707378.9516	532159.2235	72408195.1793
18	128229559.7213	181707378.9516	154419.6104	77109709.9340
19	133940721.3246	181707378.9516	502519.6628	75403085.0834
20	145069963.2887	181707378.9516	121017.0650	69965778.9391
21	145285726.9411	181707378.9516	193501.4099	68824963.6678
22	142413213.5062	239115683.0394	509272.4192	72205187.2997
23	148553876.4794	239115683.0394	586726.8414	70601347.9790
24	140740564.7735	239115683.0394	7169.0273	79195875.0882
25	137047756.8334	239115683.0394	156751.7279	87202548.5893
26	159079369.3842	239115683.0394	4728.1335	83771135.0053
27	175655237.6516	379168939.0568	197330.0075	88253232.2288
28	169465215.1943	379168939.0568	373109.2425	103857240.7483
29	201028095.3612	379168939.0568	968023.1544	99060612.3823
30	204495323.9986	379168939.0568	599453.1334	121314361.3469
31	198289216.8261	379168939.0568	558167.7156	136641759.1836
32	226064188.3659	464747344.0348	407279.7964	147475596.3544
33	289502472.6878	464747344.0348	561014.8338	139401218.6996
34	321662408.7509	464747344.0348	639581.8784	137273484.6988
35	339509370.7178	464747344.0348	703114.8674	156218732.5327
36	350820355.9331	464747344.0348	462349.8751	164800911.4156
37	340356926.6442	464747344.0348	608051.4077	187227068.4175
38	371874513.6166	464747344.0348	187694.4919	180136515.0246
39	385331620.0850	464747344.0348	2108955.8136	165708542.2062
40	381832954.5560	464747344.0348	235813.3831	165965244.3674
41	367790080.5237	464747344.0348	977164.3277	183287165.0806
42	380229987.8702	464747344.0348	510853.9327	171671354.4351
43	350143376.6013	464747344.0348	811849.5892	191460561.3443
44	389661701.3384	464747344.0348	919403.6085	162434517.7685
45	361344559.9558	557614377.1349	1295389.9412	183432006.4035
46	347237720.9171	557614377.1349	161722.9621	192405947.7564
47	372164498.5056	557614377.1349	956065.2762	181321789.8016
48	386178174.9292	557614377.1349	342026.7961	181783043.2936
49	377546111.6736	1278860912.2145	1391796.7304	221658357.3947
50	424414242.7327	1278860912.2145	1088866.5462	212919606.3716
51	394071809.4149	1278860912.2145	305348.0814	264266115.3239
52	445379011.5025	1278860912.2145	294868.9743	242274580.8340
53	415881146.4167	1278860912.2145	99426.4159	247916045.9728
54	405537198.0534	1278860912.2145	276914.6598	257120812.4740
55	453781582.7342	1278860912.2145	470818.4261	230872524.4555
56	441062510.3404	1278860912.2145	875025.4952	236250136.3004
57	482750150.9567	1278860912.2145	126796.8408	226033867.9043
58	435828774.4595	1278860912.2145	21307.8724	243578350.2865
59	439640425.6855	1278860912.2145	431814.9827	235663040.1537
60	398844594.2112	1278860912.2145	432785.3792	256379525.7468
61	471151853.1794	1278860912.2145	950714.4022	268406018.2393
62	499637293.1628	1278860912.2145	492694.0560	285259119.7443
63	523211264.2269	1278860912.2145	591435.3101	294436005.9434
64	509556512.6498	1278860912.2145	676960.5768	360988360.0089
65	664028997.7391	1278860912.2145	1063755.0036	442952882.4578
66	821715763.2798	1278860912.2145	44684.1792	523597630.8334
67	832202623.5910	1278860912.2145	749306.6430	551963823.0753
68	956915413.7147	1278860912.2145	755076.8368	525766269.7186
69	1067675158.5179	1278860912.2145	134598.5810	457657328.3363
70	963209328.1080	1278860912.2145	1122900.2076	535037805.2395
71	994584741.1739	1278860912.2145	366464.0128	509612833.4165
72	1029637378.4379	1278860912.2145	535609.5825	487757158.4936
73	881876369.3925	1278860912.2145	411568.9277	579942752.2292
74	911940401.0744	1278860912.2145	849460.1773	565099534.8747
75	1007360413.4615	1278860912.2145	611439.0110	503202195.9981
76	903915697.0594	1278860912.2145	156537.4502	573157159.9245
77	1053852659.7515	1278860912.2145	832164.0435	480527065.1242
78	991677189.7513	1278860912.2145	567276.2017	525950425.8564
79	1008394731.0252	1278860912.2145	2437247.9167	510820007.4704
80	936852573.2195	1278860912.2145	781474.2024	549827202.3413
81	988556831.3804	1278860912.2145	681974.9694	508821505.2442
82	985321679.1191	1278860912.2145	789112.0471	524593033.5900
83	982553092.5718	1278860912.2145	481703.6092	528064875.4324
84	947169958.1928	1278860912.2145	272613.6313	537475051.8566
85	1046590260.4110	1278860912.2145	314908.4099	482045275.6568
86	928411848.9553	1278860912.2145	299877.4152	562473248.3410
87	982671191.3015	1278860912.2145	305649.3657	528037833.8092
88	1007769231.0108	1278860912.2145	318654.3134	512103244.2046
89	1031994063.3806	1278860912.2145	788913.9706	494941195.8600
90	983022377.1464	1278860912.2145	686013.6131	527473094.3415
91	1022004018.0664	1278860912.2145	697776.8601	499592580.3784
92	913876613.8062	1278860912.2145	402788.3112	559516721.3600
93	954790803.8017	1278860912.2145	344790.2030	535123408.8267
94	1016571481.3748	1278860912.2145	784728.2838	497572843.1361
95	972431173.1878	1278860912.2145	516413.0883	532224092.5806
96	1064031188.6656	1278860912.2145	1997526.4419	463649788.9243
97	1028592059.3357	1278860912.2145	2154625.0901	490089423.1283
98	981422036.0930	1278860912.2145	725448.0926	518435239.4221
99	929640075.2788	1278860912.2145	3689804.1271	548950587.4103
=== Epoch 1 ===
gen	avg	max	min	std
0	14917840.4681	116796225.5156	94805.1654	15122940.2493
1	22007849.6149	107682979.3242	91271.7770	16004313.8128
2	25054216.9558	107682979.3242	22842.6011	17892510.0477
3	29794088.0621	107682979.3242	236531.8618	19576477.3054
4	35591996.4747	107682979.3242	398268.0546	20323974.7055
5	39642309.8444	107682979.3242	128097.1131	21383423.9973
6	43877519.8491	107682979.3242	815969.1229	22225781.9325
7	48492551.3976	167517048.5000	528405.0369	25126954.6177
8	54440224.5347	167517048.5000	387954.1178	29899828.8505
9	56581040.5743	235651742.1308	337741.9795	40335124.6134
10	65374771.1672	235651742.1308	98566.5767	42252110.3945
11	81168148.4086	244297216.7426	111568.1430	54716471.0415
12	100483541.0805	244297216.7426	462674.4657	65652796.5039
13	125151794.1042	382432006.4480	17564.8808	78724031.2869
14	144698170.5506	382432006.4480	279911.3520	87116555.3274
15	174286818.5924	382432006.4480	283701.7097	95015713.5963
16	187183660.3037	382432006.4480	159439.9415	102274735.8691
17	203770154.0165	389718748.9117	54388.3282	113382336.8634
18	226566182.7631	389718748.9117	14016.5911	130514395.2844
19	244468998.4710	389718748.9117	246046.1117	151571233.8039
20	281618998.9409	389718748.9117	44450.5342	152218733.3653
21	295001000.8395	389718748.9117	47188.3313	155532555.5389
22	305556764.2944	389718748.9117	82462.6042	151926175.2509
23	321081346.9592	389718748.9117	227293.4395	143137637.4498
24	306502714.7453	389718748.9117	94736.7122	155636709.8202
25	309487717.7698	389718748.9117	281080.3636	151901134.9088
26	299667085.9389	389718748.9117	132053.7953	159293513.4017
27	304025073.8107	389718748.9117	208844.3021	154053407.3603
28	278616185.5194	389718748.9117	175298.8672	167142968.6322
29	298584615.8027	424874980.7837	467067.1896	158287325.2203
30	312617237.6427	424874980.7837	354297.4121	150767954.9656
31	317449972.1243	475836510.9396	142840.0194	148369336.0223
32	317595477.3535	475836510.9396	136831.7574	152822389.0271
33	335986437.4766	475836510.9396	370722.3899	148890866.7559
34	349845306.2368	475836510.9396	320957.1374	149073775.5803
35	360039147.9250	475836510.9396	7585.0735	153852433.0624
36	333465374.4811	475836510.9396	142342.0470	178913128.6843
37	347555447.1407	475836510.9396	95062.9615	181278652.7746
38	367878907.4863	475836510.9396	613585.8591	178571189.8451
39	396630269.8332	475836510.9396	369607.0112	167593421.9609
40	374672068.1116	475836510.9396	129030.1418	186653320.3825
41	367737509.9512	475836510.9396	1972.4572	193196256.6652
42	341952916.2734	475836510.9396	54068.1430	207577747.2172
43	376543038.5717	475836510.9396	345340.3624	186094670.2809
44	365873289.4999	475836510.9396	233129.1169	194415118.9618
45	365447618.5046	475836510.9396	47854.9089	194692306.6522
46	368096710.2981	475836510.9396	417088.0534	191465198.9275
47	376390895.7421	475836510.9396	68678.1608	187671740.0471
48	364380037.7126	475836510.9396	189345.8651	196260278.3374
49	361454003.9501	475836510.9396	171100.8662	196300323.3285
50	355999024.0761	475836510.9396	201543.2137	202509660.0912
51	382434558.2345	475836510.9396	121877.5243	182654076.8176
52	363485590.1312	475836510.9396	88607.6952	194491392.1215
53	379842233.6558	475836510.9396	239407.8849	184247674.3816
54	371011120.8899	475836510.9396	260964.1688	186403789.7941
55	369647880.6193	475836510.9396	420586.7181	188186193.1703
56	395542191.6323	475836510.9396	197091.8871	171982221.0358
57	368701841.8466	475836510.9396	168925.8719	193900019.5031
58	365057984.9914	475836510.9396	138296.0687	195380385.2334
59	374485136.8042	475836510.9396	129238.7893	188599100.1290
60	379402335.7550	475836510.9396	395060.3494	184938735.3217
61	395560855.3682	475836510.9396	72452.9570	172105956.0028
62	389409266.4628	475836510.9396	40141.1065	176450752.8325
63	381137181.4554	475836510.9396	169456.4294	184207636.4536
64	384841629.6407	475836510.9396	215705.7029	182362209.7446
65	373667986.9081	475836510.9396	226242.2995	190167250.3916
66	388824890.6917	475836510.9396	338793.5029	177905843.3102
67	367212974.3169	475836510.9396	268700.1983	194171175.1824
68	386289485.1599	475836510.9396	212668.9601	180767259.0251
